frame,numero_pers,distance_x,distance_y,distance_z,zone_jeu,num_tracking,num_point,winner
134,1,92.06268310546875,294.483154296875,74,e7,0,8,PRITHIKA-PAVADE
134,0,-89.53997802734375,-315.3931427001953,74,e7,9,8,PRITHIKA-PAVADE
135,1,91.81390380859375,302.59625244140625,74,e7,0,8,PRITHIKA-PAVADE
135,0,-91.01812744140625,-309.21315002441406,74,e7,9,8,PRITHIKA-PAVADE
136,1,91.9381103515625,298.5460205078125,74,e7,0,8,PRITHIKA-PAVADE
136,0,-89.34515380859375,-309.21315002441406,74,e7,9,8,PRITHIKA-PAVADE
137,1,90.337646484375,306.63397216796875,74,e7,0,8,PRITHIKA-PAVADE
137,0,-87.48138427734375,-303.0568389892578,74,e7,9,8,PRITHIKA-PAVADE
138,1,90.21630859375,310.65911865234375,74,e7,0,8,PRITHIKA-PAVADE
138,0,-84.6973876953125,-321.596923828125,74,e8,9,8,PRITHIKA-PAVADE
